,Cerebellum,Cortex,Gonadal,Hippocampus,Liver,Striatum,Cerebellum_values,Cortex_values,Gonadal_values,Hippocampus_values,Liver_values,Striatum_values
ENSMUSG00000041789,0,0,1,1,0,0,0.0,0.0,0.8928571428571429,0.8928571428571429,0.0,0.0
ENSMUSG00000042579,0,0,0,1,0,1,0.0,0.0,0.0,-0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000042662,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000043448,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8571428571428573,0.0,0.0
ENSMUSG00000043531,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000043787,0,0,1,1,0,0,0.0,0.0,0.8108437164260032,-0.8571428571428573,0.0,0.0
ENSMUSG00000043999,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.9999999999999999
ENSMUSG00000044519,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000044542,0,0,1,1,0,0,0.0,0.0,0.8017837257372733,-0.8214285714285715,0.0,0.0
ENSMUSG00000044786,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000045259,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8214285714285715,0.0,0.0
ENSMUSG00000045268,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.8999999999999998
ENSMUSG00000045348,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000045761,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8571428571428573,0.0,0.0
ENSMUSG00000045994,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000046027,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.9999999999999999
ENSMUSG00000046314,0,0,1,1,0,1,0.0,0.0,0.8928571428571429,-0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000046556,0,0,1,1,0,0,0.0,0.0,0.9285714285714288,0.8928571428571429,0.0,0.0
ENSMUSG00000046688,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000047181,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8928571428571429,0.0,0.0
ENSMUSG00000047250,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000047686,0,0,1,1,0,0,0.0,0.0,0.8928571428571429,0.8928571428571429,0.0,0.0
ENSMUSG00000048832,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000049858,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.9999999999999999
ENSMUSG00000050520,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000050846,0,0,0,1,0,1,0.0,0.0,0.0,-0.8928571428571429,0.0,0.9999999999999999
ENSMUSG00000050953,0,0,1,1,0,0,0.0,0.0,0.9285714285714288,-0.9642857142857145,0.0,0.0
ENSMUSG00000051048,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.9642857142857145,0.0,0.0
ENSMUSG00000051212,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000052102,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000052889,0,0,0,1,0,1,0.0,0.0,0.0,-0.8928571428571429,0.0,-0.8999999999999998
ENSMUSG00000053168,0,0,1,1,0,0,0.0,0.0,-0.9285714285714288,0.8017837257372733,0.0,0.0
ENSMUSG00000054408,0,0,0,1,0,1,0.0,0.0,0.0,-0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000054676,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000054720,0,0,1,1,0,0,0.0,0.0,0.9642857142857145,0.8571428571428573,0.0,0.0
ENSMUSG00000054792,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000056880,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000057193,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000058835,0,0,0,1,0,1,0.0,0.0,0.0,-0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000059552,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000059714,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.9999999999999999
ENSMUSG00000060678,0,0,1,1,0,0,0.0,0.0,-0.8571428571428573,0.8928571428571429,0.0,0.0
ENSMUSG00000061311,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000061751,0,0,0,1,0,1,0.0,0.0,0.0,-0.8928571428571429,0.0,-0.8999999999999998
ENSMUSG00000062906,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000063428,0,0,0,1,0,1,0.0,0.0,0.0,-0.8928571428571429,0.0,-0.8999999999999998
ENSMUSG00000063659,0,0,0,1,0,1,0.0,0.0,0.0,-0.8571428571428573,0.0,-0.9999999999999999
ENSMUSG00000064325,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000065686,0,0,1,1,0,0,0.0,0.0,-0.8153742483272114,-0.8669214468630109,0.0,0.0
ENSMUSG00000067597,0,0,0,1,0,1,0.0,0.0,0.0,-1.0,0.0,-0.8999999999999998
ENSMUSG00000067698,0,0,0,1,0,1,0.0,0.0,0.0,-0.8214285714285715,0.0,-0.9999999999999999
ENSMUSG00000068206,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000069565,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000070166,0,0,0,1,0,1,0.0,0.0,0.0,-0.8288624656799143,0.0,0.8999999999999998
ENSMUSG00000071984,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8214285714285715,0.0,0.0
ENSMUSG00000072596,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8214285714285715,0.0,0.0
ENSMUSG00000073910,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000074671,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8571428571428573,0.0,0.0
ENSMUSG00000074886,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000076745,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8017837257372733,0.0,0.0
ENSMUSG00000078183,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000078747,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000079042,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8571428571428573,0.0,0.0
ENSMUSG00000079269,0,0,0,1,0,1,0.0,0.0,0.0,0.8153742483272114,0.0,0.8999999999999998
ENSMUSG00000079645,0,0,0,1,0,1,0.0,0.0,0.0,-0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000081225,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000081339,0,0,0,1,0,1,0.0,0.0,0.0,-0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000081634,0,0,0,1,0,1,0.0,0.0,0.0,0.8524367141602663,0.0,0.8944271909999159
ENSMUSG00000081715,0,0,0,1,0,1,0.0,0.0,0.0,-0.8365019125713041,0.0,-0.8999999999999998
ENSMUSG00000082814,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8214285714285715,0.0,0.0
ENSMUSG00000083015,0,0,1,1,0,1,0.0,0.0,-0.8571428571428573,-0.8928571428571429,0.0,-0.8999999999999998
ENSMUSG00000083170,0,0,1,1,0,0,0.0,0.0,0.9285714285714288,-0.8571428571428573,0.0,0.0
ENSMUSG00000083307,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000084858,0,0,1,1,0,0,0.0,0.0,-0.9285714285714288,-0.9285714285714288,0.0,0.0
ENSMUSG00000085523,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.9999999999999999
ENSMUSG00000086161,0,0,0,1,0,1,0.0,0.0,0.0,-0.8017837257372733,0.0,0.9999999999999999
ENSMUSG00000087838,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,-0.8999999999999998
ENSMUSG00000090523,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000091475,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000091496,0,0,0,1,0,1,0.0,0.0,0.0,-0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000092451,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,-0.9999999999999999
ENSMUSG00000092482,0,0,0,1,0,1,0.0,0.0,0.0,-0.8571428571428573,0.0,-0.9999999999999999
ENSMUSG00000094421,0,0,0,1,0,1,0.0,0.0,0.0,-0.9285714285714288,0.0,0.9999999999999999
ENSMUSG00000096054,0,0,0,1,0,1,0.0,0.0,0.0,-0.8928571428571429,0.0,-0.9999999999999999
ENSMUSG00000097115,0,0,0,1,0,1,0.0,0.0,0.0,-0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000097495,0,0,0,1,0,1,0.0,0.0,0.0,-0.8571428571428573,0.0,0.8944271909999159
ENSMUSG00000097801,0,0,0,1,0,1,0.0,0.0,0.0,-0.8928571428571429,0.0,0.9999999999999999
ENSMUSG00000097863,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000098076,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000001225,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000003929,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000004500,0,0,1,0,0,1,0.0,0.0,0.9642857142857145,0.0,0.0,0.8999999999999998
ENSMUSG00000005683,0,0,1,0,0,1,0.0,0.0,-0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000006464,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000012117,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000015843,0,0,1,0,0,1,0.0,0.0,-0.9642857142857145,0.0,0.0,-0.8999999999999998
ENSMUSG00000017057,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.9999999999999999
ENSMUSG00000018474,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000019467,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000020151,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000021428,0,0,1,0,0,1,0.0,0.0,0.9642857142857145,0.0,0.0,0.8999999999999998
ENSMUSG00000021614,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000022175,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.9999999999999999
ENSMUSG00000022248,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000022285,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000022555,0,0,1,0,0,1,0.0,0.0,-0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000022679,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000022947,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,-0.8999999999999998
ENSMUSG00000023019,0,0,1,0,0,1,0.0,0.0,-0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000023903,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000024018,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000024379,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000024420,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.9999999999999999
ENSMUSG00000025464,0,0,1,0,0,1,0.0,0.0,-0.9285714285714288,0.0,0.0,0.9999999999999999
ENSMUSG00000025494,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000025887,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000025978,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000026494,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000026656,0,0,1,0,0,1,0.0,0.0,0.9642857142857145,0.0,0.0,0.8999999999999998
ENSMUSG00000027932,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.9999999999999999
ENSMUSG00000028023,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000028199,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000028522,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000029122,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000029249,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000029311,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000030147,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.9999999999999999
ENSMUSG00000030306,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000030424,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000030446,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000030469,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000030898,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,-0.8999999999999998
ENSMUSG00000030979,0,0,1,0,0,1,0.0,0.0,-0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000031342,0,0,1,0,0,1,0.0,0.0,0.9642857142857145,0.0,0.0,-0.8999999999999998
ENSMUSG00000031371,0,0,1,0,0,1,0.0,0.0,-0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000031374,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.9999999999999999
ENSMUSG00000031441,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000031538,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000031665,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000032285,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.9999999999999999
ENSMUSG00000032454,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000032806,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.9999999999999999
ENSMUSG00000033161,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000033454,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.9999999999999999
ENSMUSG00000033633,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000033813,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,-0.8999999999999998
ENSMUSG00000033943,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000034732,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000035448,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000035775,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000036853,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.9999999999999999
ENSMUSG00000037375,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000037876,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.9999999999999999
ENSMUSG00000037890,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.9999999999999999
ENSMUSG00000038233,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,-0.8999999999999998
ENSMUSG00000039058,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,-0.8999999999999998
ENSMUSG00000039115,0,0,1,0,0,1,0.0,0.0,0.9642857142857145,0.0,0.0,-0.8999999999999998
ENSMUSG00000039239,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000040167,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000040234,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000040606,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000040648,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000040785,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000041073,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000041301,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000042502,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.9999999999999999
ENSMUSG00000042684,0,0,1,0,0,1,0.0,0.0,0.9642857142857145,0.0,0.0,-0.8999999999999998
ENSMUSG00000043051,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000043998,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000044066,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.9999999999999999
ENSMUSG00000044229,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000044365,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000045438,0,0,1,0,0,1,0.0,0.0,-0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000045655,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000045689,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000045691,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000045757,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000045930,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000046441,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000046447,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000046862,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000047261,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000048502,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000049119,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000049164,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000049511,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000050017,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000050394,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.9999999999999999
ENSMUSG00000050855,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000050908,0,0,1,0,0,1,0.0,0.0,0.9642857142857145,0.0,0.0,0.8999999999999998
ENSMUSG00000050967,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,-0.8999999999999998
ENSMUSG00000051444,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000051537,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000052613,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.9999999999999999
ENSMUSG00000052812,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000053199,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000053600,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000053702,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000054493,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000054519,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000054662,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.9999999999999999
ENSMUSG00000055531,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000055963,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000056019,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000056367,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.9999999999999999
ENSMUSG00000057551,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000058571,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000059325,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000059479,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000060188,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000060275,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000060904,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000061665,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000062275,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000062284,0,0,1,0,0,1,0.0,0.0,-0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000070778,0,0,1,0,0,1,0.0,0.0,-0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000071037,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000071064,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000071657,0,0,1,0,0,1,0.0,0.0,-0.8571428571428573,0.0,0.0,0.9999999999999999
ENSMUSG00000071893,0,0,1,0,0,1,0.0,0.0,-0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000072623,0,0,1,0,0,1,0.0,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000073436,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000073590,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000074232,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000074738,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000078903,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000079344,0,0,1,0,0,1,0.0,0.0,0.9549937104572924,0.0,0.0,-0.8999999999999998
ENSMUSG00000080981,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000084842,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000085517,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.9999999999999999
ENSMUSG00000085687,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000089129,0,0,1,0,0,1,0.0,0.0,0.8524367141602663,0.0,0.0,-0.8999999999999998
ENSMUSG00000089661,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000089709,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000093277,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,-0.9746794344808963
ENSMUSG00000094439,0,0,1,0,0,1,0.0,0.0,0.8153742483272114,0.0,0.0,0.8999999999999998
ENSMUSG00000097221,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.9999999999999999
ENSMUSG00000097243,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
