,Cerebellum,Cortex,Gonadal,Hippocampus,Liver,Striatum,Cerebellum_values,Cortex_values,Gonadal_values,Hippocampus_values,Liver_values,Striatum_values
ENSMUSG00000000149,1,0,0,1,0,0,-0.8095238095238096,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000000154,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000000732,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000000792,1,0,0,1,0,0,-0.9047619047619048,0.0,0.0,0.8928571428571429,0.0,0.0
ENSMUSG00000001482,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,0.9285714285714288,0.0,0.0
ENSMUSG00000001552,1,0,0,1,0,1,-0.880952380952381,0.0,0.0,0.9642857142857145,0.0,0.9999999999999999
ENSMUSG00000001750,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000002108,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000002980,1,0,1,0,0,0,-0.8571428571428572,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000003032,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000003452,1,0,0,0,0,1,0.8571428571428572,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000003934,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,1.0,0.0,0.0
ENSMUSG00000004665,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000005469,1,0,1,0,0,0,-0.880952380952381,0.0,-0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000006342,1,0,1,0,0,0,-0.9047619047619048,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000006390,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000006445,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000006782,1,0,1,0,0,0,-0.880952380952381,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000007877,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000008958,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000009097,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000010047,1,0,0,1,0,0,-0.8095238095238096,0.0,0.0,0.9285714285714288,0.0,0.0
ENSMUSG00000011179,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000014158,1,0,1,0,0,0,-0.8571428571428572,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000014846,1,0,0,1,0,0,-0.9047619047619048,0.0,0.0,0.8928571428571429,0.0,0.0
ENSMUSG00000014932,1,0,0,0,0,1,0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000015401,1,0,1,0,0,0,-0.880952380952381,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000015879,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000018581,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000018589,1,0,0,0,0,1,0.880952380952381,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000019124,1,0,1,0,0,1,0.8333333333333335,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000019767,1,0,1,0,0,1,-0.8333333333333335,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000019838,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000019854,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000020134,1,0,1,0,0,0,0.8333333333333335,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000020363,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000020400,1,0,1,0,0,1,-0.880952380952381,0.0,0.9642857142857145,0.0,0.0,0.8999999999999998
ENSMUSG00000020436,1,0,0,0,0,1,0.8571428571428572,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000020562,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000020592,1,0,1,0,0,0,-0.9761904761904763,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000020623,1,0,1,0,0,0,0.9047619047619048,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000020669,1,0,0,0,0,1,0.880952380952381,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000020681,1,0,1,0,0,0,-0.9285714285714287,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000020696,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000020814,1,0,1,0,0,0,-0.880952380952381,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000020904,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000021130,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000021143,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,0.8928571428571429,0.0,0.0
ENSMUSG00000021186,1,0,1,0,0,1,-0.880952380952381,0.0,0.8214285714285715,0.0,0.0,-0.8999999999999998
ENSMUSG00000021595,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000021604,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000021613,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000021696,1,0,1,0,0,0,-0.9285714285714287,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000021709,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000021798,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000021866,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000022025,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000022150,1,0,1,0,0,0,-0.8333333333333335,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000022203,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000022324,1,0,1,0,0,0,-0.880952380952381,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000022371,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000022543,1,0,0,0,0,1,-0.9761904761904763,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000022564,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000022661,1,0,0,0,0,1,0.880952380952381,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000022758,1,0,0,1,0,0,-0.9047619047619048,0.0,0.0,-0.8214285714285715,0.0,0.0
ENSMUSG00000022759,1,0,1,0,0,0,-0.880952380952381,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000022949,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000023262,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,0.9642857142857145,0.0,0.0
ENSMUSG00000023279,1,0,1,0,0,0,0.8095238095238096,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000023393,1,0,0,1,0,0,-0.9047619047619048,0.0,0.0,-0.8571428571428573,0.0,0.0
ENSMUSG00000024011,1,0,1,0,0,0,-0.8571428571428572,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000024043,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000024098,1,0,1,0,0,1,-0.880952380952381,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000024530,1,0,1,0,0,0,-0.9047619047619048,0.0,-0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000024579,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000024909,1,0,1,0,0,0,-0.8571428571428572,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000025225,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000025407,1,0,1,0,0,0,-0.9285714285714287,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000025792,1,0,1,1,0,1,-0.880952380952381,0.0,-0.8214285714285715,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000025880,1,0,1,0,0,0,-0.880952380952381,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000025986,1,0,1,0,0,0,0.880952380952381,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000026175,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000026271,1,0,1,0,0,0,-0.880952380952381,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000026335,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000026399,1,0,1,0,0,1,-0.8095238095238096,0.0,0.9642857142857145,0.0,0.0,-0.9999999999999999
ENSMUSG00000026676,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000026771,1,0,1,0,0,0,0.8095238095238096,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000026829,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000026830,1,0,1,0,0,0,-0.8571428571428572,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000026894,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000027002,1,0,0,0,0,1,0.9047619047619048,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000027204,1,0,1,0,0,1,-0.8571428571428572,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000027253,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000027293,1,0,1,0,0,1,-0.9285714285714287,0.0,0.8928571428571429,0.0,0.0,0.8999999999999998
ENSMUSG00000027435,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000027890,1,0,0,1,0,1,-0.8571428571428572,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000028115,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000028369,1,0,0,0,0,1,-0.9285714285714287,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000028601,1,0,0,0,0,1,-0.9523809523809524,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000028766,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000028849,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000028949,1,0,0,0,0,1,-0.9523809523809524,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000029168,1,0,0,1,0,0,0.8095238095238096,0.0,0.0,1.0,0.0,0.0
ENSMUSG00000029185,1,0,1,0,0,0,-0.9523809523809524,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000029471,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000029556,1,0,1,0,0,0,-0.9285714285714287,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000029797,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000029832,1,0,0,0,0,1,0.9523809523809524,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000029860,1,0,0,1,0,1,-0.8571428571428572,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000030022,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000030315,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000030352,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000030471,1,0,0,0,0,1,0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000030671,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000030761,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000030769,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000030772,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000030780,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000030824,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000030889,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000031028,1,0,0,0,0,1,0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000031129,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000031150,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,1.0,0.0,0.0
ENSMUSG00000031343,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000031486,1,0,1,0,0,1,-0.880952380952381,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000031548,1,0,1,0,0,0,-0.9523809523809524,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000031549,1,0,0,1,0,0,-0.9047619047619048,0.0,0.0,0.8928571428571429,0.0,0.0
ENSMUSG00000031558,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000031595,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000031659,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000031667,1,0,0,1,0,0,-0.8333333333333335,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000031673,1,0,0,1,0,0,0.9047619047619048,0.0,0.0,-0.8214285714285715,0.0,0.0
ENSMUSG00000031825,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000031870,1,0,0,0,0,1,0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000031893,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000032038,1,0,0,1,0,0,-0.8095238095238096,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000032179,1,0,1,0,0,0,0.8333333333333335,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000032224,1,0,1,0,0,1,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,-0.9999999999999999
ENSMUSG00000032228,1,0,1,0,0,0,0.8571428571428572,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000032306,1,0,0,1,0,0,0.9047619047619048,0.0,0.0,0.9642857142857145,0.0,0.0
ENSMUSG00000032373,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000032487,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,-0.8571428571428573,0.0,0.0
ENSMUSG00000032578,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000032679,1,0,0,0,0,1,-0.9523809523809524,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000032733,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,0.8928571428571429,0.0,0.0
ENSMUSG00000033006,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000033032,1,0,0,1,0,0,-0.8095238095238096,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000033237,1,0,0,0,0,1,0.9523809523809524,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000034227,1,0,1,0,0,0,-0.9285714285714287,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000034317,1,0,0,1,0,0,-0.8333333333333335,0.0,0.0,-0.8214285714285715,0.0,0.0
ENSMUSG00000034463,1,0,1,0,0,0,-0.8333333333333335,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000034570,1,0,1,0,0,0,-0.8571428571428572,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000034652,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000034687,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000034810,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000034930,1,0,1,0,0,0,-0.9761904761904763,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000035033,1,0,0,1,0,0,0.8095238095238096,0.0,0.0,0.8214285714285715,0.0,0.0
ENSMUSG00000035279,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000035596,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000035776,1,0,0,1,0,0,0.8333333333333335,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000035933,1,0,1,0,0,0,0.8095238095238096,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000036019,1,0,1,0,0,1,0.8571428571428572,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
ENSMUSG00000036334,1,0,1,0,0,0,0.8333333333333335,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000036446,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000036560,1,0,1,0,0,0,-0.9285714285714287,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000036580,1,0,1,1,0,0,-0.880952380952381,0.0,0.8928571428571429,0.8214285714285715,0.0,0.0
ENSMUSG00000036594,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000036634,1,0,0,1,0,0,-0.9761904761904763,0.0,0.0,0.8928571428571429,0.0,0.0
ENSMUSG00000036872,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000037031,1,0,0,1,0,1,-0.880952380952381,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000037062,1,0,0,0,0,1,0.9047619047619048,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000037363,1,0,0,1,0,1,0.8095238095238096,0.0,0.0,0.9642857142857145,0.0,0.9999999999999999
ENSMUSG00000037625,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000037683,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000037738,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000037762,1,0,1,0,0,0,-0.8095238095238096,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000037940,1,0,1,0,0,0,0.8333333333333335,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000038060,1,0,0,0,0,1,-0.9285714285714287,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000038276,1,0,0,1,0,1,-0.880952380952381,0.0,0.0,-0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000038370,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000038400,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000038453,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000038967,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000038991,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000039037,1,0,0,1,0,0,0.8333333333333335,0.0,0.0,-0.9285714285714288,0.0,0.0
ENSMUSG00000039552,1,0,1,0,0,0,-0.8571428571428572,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000039623,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000039676,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000040151,1,0,0,0,0,1,0.8571428571428572,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000040219,1,0,0,0,0,1,-0.9761904761904763,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000041062,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000041361,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,0.8214285714285715,0.0,0.0
ENSMUSG00000041380,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000041577,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000041809,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000042096,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000042254,1,0,1,0,0,0,-0.8095238095238096,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000042379,1,0,1,0,0,1,-0.8333333333333335,0.0,0.9642857142857145,0.0,0.0,0.9999999999999999
ENSMUSG00000042707,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000043458,1,0,1,0,0,0,0.8571428571428572,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000043541,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000043621,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000044060,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000044067,1,0,0,1,0,0,0.880952380952381,0.0,0.0,-0.8571428571428573,0.0,0.0
ENSMUSG00000044288,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000044350,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000044447,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000044534,1,0,1,0,0,0,-0.8333333333333335,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000044737,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000044763,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000044921,1,0,1,0,0,0,-0.8095238095238096,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000045064,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000045087,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000045589,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000045657,1,0,0,0,0,1,0.8571428571428572,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000045672,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,0.8928571428571429,0.0,0.0
ENSMUSG00000045838,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000045942,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,0.8214285714285715,0.0,0.0
ENSMUSG00000046182,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000046463,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000046523,1,0,0,1,0,0,-0.8333333333333335,0.0,0.0,-0.8571428571428573,0.0,0.0
ENSMUSG00000046585,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000046699,1,0,0,0,0,1,0.9285714285714287,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000046764,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000047205,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,-0.8571428571428573,0.0,0.0
ENSMUSG00000047230,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000047307,1,0,1,0,0,0,0.8333333333333335,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000047361,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000047446,1,0,1,0,0,0,0.8095238095238096,0.0,-0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000047671,1,0,0,1,0,0,-0.9523809523809524,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000047797,1,0,0,1,0,0,-0.9047619047619048,0.0,0.0,0.8928571428571429,0.0,0.0
ENSMUSG00000047878,1,0,1,0,0,0,-0.9285714285714287,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000048534,1,0,0,1,0,0,-0.8333333333333335,0.0,0.0,0.8214285714285715,0.0,0.0
ENSMUSG00000048612,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8214285714285715,0.0,0.0,0.0
